purchase_id,student_id,subscription_type,refund_id,first_purchase_date,current_purchase_date,price,revenue_type,refunds,student_country
17886,778,annual,NULL,"2022-03-23 10:00:54","2022-03-23 10:00:54",216.82,recurring,revenue,DE
452,780,annual,NULL,"2020-04-14 00:00:00","2020-04-14 00:00:00",139.2,new,revenue,US
1025,782,annual,NULL,"2020-04-21 00:00:00","2020-04-21 00:00:00",139.2,new,revenue,KW
9211,782,annual,NULL,"2021-04-21 09:02:28","2021-04-21 09:02:28",139.2,recurring,revenue,KW
18717,782,annual,NULL,"2022-04-21 08:03:20","2022-04-21 08:03:20",139.2,recurring,revenue,KW
3576,784,annual,NULL,"2020-09-17 00:00:00","2020-09-17 00:00:00",212.54,new,revenue,IT
6237,792,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",34.88,new,revenue,GB
7734,792,monthly,NULL,"2021-02-27 10:39:53","2021-02-27 10:39:53",35.54,recurring,revenue,GB
8530,792,monthly,NULL,"2021-03-27 08:24:47","2021-03-27 08:24:47",34.94,recurring,revenue,GB
9425,792,monthly,NULL,"2021-04-27 08:38:22","2021-04-27 08:38:22",35.41,recurring,revenue,GB
1152,800,annual,NULL,"2020-04-23 00:00:00","2020-04-23 00:00:00",148.94,new,revenue,SG
6037,801,annual,NULL,"2021-01-19 00:00:00","2021-01-19 00:00:00",210.32,new,revenue,ES
6115,804,monthly,NULL,"2021-01-21 00:00:00","2021-01-21 00:00:00",36.53,new,revenue,CA
9558,804,monthly,NULL,"2021-05-01 16:39:41","2021-05-01 16:39:41",36.15,recurring,revenue,CA
10349,804,monthly,NULL,"2021-06-01 08:35:45","2021-06-01 08:35:45",36.78,recurring,revenue,CA
13804,804,monthly,NULL,"2021-11-22 15:57:44","2021-11-22 15:57:44",41.43,recurring,revenue,CA
15592,804,monthly,NULL,"2021-12-22 08:16:13","2021-12-22 08:16:13",40.49,recurring,revenue,CA
16339,804,monthly,NULL,"2022-01-22 08:01:40","2022-01-22 08:01:40",29.34,recurring,revenue,CA
3248,805,annual,NULL,"2020-08-28 00:00:00","2020-08-28 00:00:00",184.44,new,revenue,MY
6244,810,monthly,NULL,"2021-01-28 00:00:00","2021-01-28 00:00:00",36,new,revenue,US
7788,810,monthly,NULL,"2021-02-28 14:48:38","2021-02-28 14:48:38",36,recurring,revenue,US
8157,810,annual,NULL,"2021-03-16 19:04:32","2021-03-16 19:04:32",127.98,recurring,revenue,US
3296,811,monthly,NULL,"2020-08-31 00:00:00","2020-08-31 00:00:00",28.8,new,revenue,AR
4129,811,monthly,NULL,"2020-10-14 00:00:00","2020-10-14 00:00:00",28.8,recurring,revenue,AR
4354,811,monthly,NULL,"2020-10-30 00:00:00","2020-10-30 00:00:00",28.8,recurring,revenue,AR
5044,811,monthly,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",28.8,recurring,revenue,AR
6890,813,annual,NULL,"2020-08-22 03:00:00","2020-08-22 03:00:00",184.44,new,revenue,US
12307,813,annual,NULL,"2021-08-30 01:27:52","2021-08-30 01:27:52",196.61,recurring,revenue,US
22078,813,annual,NULL,"2022-09-06 01:31:07","2022-09-06 01:31:07",196.62,recurring,revenue,US
2324,814,annual,NULL,"2020-07-02 00:00:00","2020-07-02 00:00:00",186.14,new,revenue,SG
4936,816,annual,NULL,"2020-11-29 00:00:00","2020-11-29 00:00:00",139.2,new,revenue,PE
558,817,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",139.21,new,revenue,CA
6702,820,monthly,NULL,"2021-01-26 02:00:00","2021-01-26 02:00:00",18,new,revenue,US
16461,820,monthly,NULL,"2022-01-26 00:47:29","2022-01-26 00:47:29",18,recurring,revenue,US
3286,821,annual,NULL,"2020-08-30 00:00:00","2020-08-30 00:00:00",225.3,new,revenue,EG
6980,823,annual,NULL,"2020-04-18 03:00:00","2020-04-18 03:00:00",139.2,new,revenue,IN
9087,823,annual,NULL,"2021-04-18 01:52:49","2021-04-18 01:52:49",139.2,recurring,revenue,IN
508,824,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",200.12,new,revenue,US
1403,829,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",150.68,new,revenue,US
9492,829,annual,NULL,"2021-04-28 12:41:38","2021-04-28 12:41:38",148.39,recurring,revenue,US
4394,830,monthly,NULL,"2020-11-03 00:00:00","2020-11-03 00:00:00",36,new,revenue,US
5146,830,monthly,NULL,"2020-12-03 00:00:00","2020-12-03 00:00:00",36,recurring,revenue,US
5636,830,monthly,NULL,"2021-01-03 00:00:00","2021-01-03 00:00:00",36,recurring,revenue,US
7200,830,monthly,NULL,"2021-02-06 00:37:09","2021-02-06 00:37:09",36,recurring,revenue,US
7202,830,annual,NULL,"2021-02-06 00:41:26","2021-02-06 00:41:26",116.25,recurring,revenue,US
16719,830,annual,NULL,"2022-02-03 10:08:31","2022-02-03 10:08:31",184.44,recurring,revenue,US
5922,832,annual,NULL,"2021-01-15 00:00:00","2021-01-15 00:00:00",174,new,revenue,US
3657,835,annual,NULL,"2020-09-20 00:00:00","2020-09-20 00:00:00",174,new,revenue,US
12667,835,annual,NULL,"2021-09-20 10:19:30","2021-09-20 10:19:30",174,recurring,revenue,US
4790,837,annual,NULL,"2020-11-25 00:00:00","2020-11-25 00:00:00",148.39,new,revenue,US
843,838,annual,NULL,"2020-04-19 00:00:00","2020-04-19 00:00:00",139.2,new,revenue,AR
9143,838,annual,NULL,"2021-04-19 10:15:14","2021-04-19 10:15:14",139.2,recurring,revenue,AR
18674,838,annual,NULL,"2022-04-19 17:51:31","2022-04-19 17:51:31",139.2,recurring,revenue,AR
5814,840,annual,NULL,"2021-01-11 00:00:00","2021-01-11 00:00:00",208.91,new,revenue,NL
19126,840,annual,665471218,"2022-05-06 10:34:03","2022-05-06 10:34:03",184.72,recurring,refund,NL
369,841,annual,NULL,"2020-04-09 00:00:00","2020-04-09 00:00:00",184.09,new,revenue,MX
8772,841,annual,NULL,"2021-04-09 09:19:50","2021-04-09 09:19:50",221.74,recurring,revenue,MX
18399,841,annual,NULL,"2022-04-10 02:46:38","2022-04-10 02:46:38",222,recurring,revenue,MX
6009,842,annual,NULL,"2021-01-18 00:00:00","2021-01-18 00:00:00",214.02,new,revenue,PL
4004,844,monthly,NULL,"2020-10-05 00:00:00","2020-10-05 00:00:00",19.76,new,revenue,US
4428,844,monthly,NULL,"2020-11-05 00:00:00","2020-11-05 00:00:00",19.76,recurring,revenue,US
5217,844,monthly,NULL,"2020-12-05 00:00:00","2020-12-05 00:00:00",19.76,recurring,revenue,US
5680,844,monthly,NULL,"2021-01-05 00:00:00","2021-01-05 00:00:00",19.76,recurring,revenue,US
7187,844,monthly,NULL,"2021-02-05 08:21:07","2021-02-05 08:21:07",19.76,recurring,revenue,US
7896,844,monthly,NULL,"2021-03-05 09:40:55","2021-03-05 09:40:55",19.76,recurring,revenue,US
8699,844,monthly,NULL,"2021-04-05 09:10:52","2021-04-05 09:10:52",19.76,recurring,revenue,US
9657,844,monthly,NULL,"2021-05-05 08:26:32","2021-05-05 08:26:32",19.76,recurring,revenue,US
10532,844,monthly,NULL,"2021-06-05 08:35:19","2021-06-05 08:35:19",19.76,recurring,revenue,US
11070,844,monthly,NULL,"2021-07-05 09:45:09","2021-07-05 09:45:09",19.76,recurring,revenue,US
11819,844,monthly,NULL,"2021-08-05 08:53:59","2021-08-05 08:53:59",19.76,recurring,revenue,US
12434,844,monthly,NULL,"2021-09-05 09:43:19","2021-09-05 09:43:19",19.76,recurring,revenue,US
13076,844,monthly,NULL,"2021-10-05 12:10:03","2021-10-05 12:10:03",19.76,recurring,revenue,US
13513,844,monthly,NULL,"2021-11-05 08:04:32","2021-11-05 08:04:32",19.71,recurring,revenue,US
15317,844,monthly,NULL,"2021-12-05 08:22:06","2021-12-05 08:22:06",19.71,recurring,revenue,US
15873,844,monthly,NULL,"2022-01-05 08:03:00","2022-01-05 08:03:00",19.71,recurring,revenue,US
16743,844,monthly,NULL,"2022-02-05 10:01:33","2022-02-05 10:01:33",19.71,recurring,revenue,US
17432,844,monthly,NULL,"2022-03-05 08:13:51","2022-03-05 08:13:51",19.71,recurring,revenue,US
18272,844,monthly,NULL,"2022-04-05 08:02:55","2022-04-05 08:02:55",19.71,recurring,revenue,US
19082,844,monthly,NULL,"2022-05-05 08:15:15","2022-05-05 08:15:15",19.71,recurring,revenue,US
19970,844,monthly,NULL,"2022-06-05 09:08:30","2022-06-05 09:08:30",19.71,recurring,revenue,US
20596,844,monthly,NULL,"2022-07-05 09:50:33","2022-07-05 09:50:33",19.71,recurring,revenue,US
4867,851,annual,NULL,"2020-11-27 00:00:00","2020-11-27 00:00:00",139.2,new,revenue,NG
5131,852,annual,NULL,"2020-12-02 00:00:00","2020-12-02 00:00:00",139.1,new,revenue,CA
4202,854,annual,NULL,"2020-10-19 00:00:00","2020-10-19 00:00:00",348,new,revenue,PA
1870,855,annual,NULL,"2020-05-28 00:00:00","2020-05-28 00:00:00",348,new,revenue,US
3951,860,annual,NULL,"2020-10-02 00:00:00","2020-10-02 00:00:00",174,new,revenue,US
2215,862,lifetime,NULL,"2020-06-24 00:00:00","2020-06-24 00:00:00",400,new,revenue,GH
3043,863,monthly,NULL,"2020-08-12 00:00:00","2020-08-12 00:00:00",33.58,new,revenue,BH
3489,863,monthly,NULL,"2020-09-12 00:00:00","2020-09-12 00:00:00",33.83,recurring,revenue,BH
4107,863,monthly,NULL,"2020-10-12 00:00:00","2020-10-12 00:00:00",33.8,recurring,revenue,BH
4533,863,monthly,NULL,"2020-11-12 00:00:00","2020-11-12 00:00:00",33.76,recurring,revenue,BH
5299,863,monthly,NULL,"2020-12-12 00:00:00","2020-12-12 00:00:00",34.59,recurring,revenue,BH
5824,863,monthly,NULL,"2021-01-12 00:00:00","2021-01-12 00:00:00",34.76,recurring,revenue,BH
7368,863,monthly,NULL,"2021-02-12 10:54:41","2021-02-12 10:54:41",34.64,recurring,revenue,BH
8034,863,monthly,NULL,"2021-03-12 08:31:18","2021-03-12 08:31:18",34.15,recurring,revenue,BH
8848,863,monthly,NULL,"2021-04-12 09:57:57","2021-04-12 09:57:57",34,recurring,revenue,BH
9825,863,monthly,NULL,"2021-05-12 08:26:41","2021-05-12 08:26:41",34.71,recurring,revenue,BH
10661,863,monthly,NULL,"2021-06-12 08:18:59","2021-06-12 08:18:59",34.68,recurring,revenue,BH
11230,863,monthly,NULL,"2021-07-12 22:02:26","2021-07-12 22:02:26",33.93,recurring,revenue,BH
11931,863,monthly,NULL,"2021-08-12 10:59:02","2021-08-12 10:59:02",33.5,recurring,revenue,BH
12530,863,monthly,NULL,"2021-09-12 11:17:59","2021-09-12 11:17:59",33.74,recurring,revenue,BH
13206,863,monthly,NULL,"2021-10-12 08:41:19","2021-10-12 08:41:19",33.04,recurring,revenue,BH
13602,863,monthly,NULL,"2021-11-12 08:11:38","2021-11-12 08:11:38",32.98,recurring,revenue,BH
15420,863,monthly,NULL,"2021-12-12 08:27:42","2021-12-12 08:27:42",32.33,recurring,revenue,BH
16010,863,monthly,NULL,"2022-01-12 08:59:55","2022-01-12 08:59:55",32.41,recurring,revenue,BH
16930,863,monthly,NULL,"2022-02-12 08:20:59","2022-02-12 08:20:59",32.66,recurring,revenue,BH
17585,863,monthly,NULL,"2022-03-12 09:07:42","2022-03-12 09:07:42",31.33,recurring,revenue,BH
18450,863,monthly,NULL,"2022-04-12 08:42:38","2022-04-12 08:42:38",31.11,recurring,revenue,BH
19250,863,monthly,NULL,"2022-05-12 08:21:07","2022-05-12 08:21:07",30.14,recurring,revenue,BH
20104,863,monthly,NULL,"2022-06-12 09:39:05","2022-06-12 09:39:05",30.06,recurring,revenue,BH
20743,863,monthly,NULL,"2022-07-12 08:26:39","2022-07-12 08:26:39",29.09,recurring,revenue,BH
21588,863,monthly,NULL,"2022-08-12 08:15:25","2022-08-12 08:15:25",29.47,recurring,revenue,BH
22197,863,monthly,NULL,"2022-09-12 08:08:05","2022-09-12 08:08:05",28.72,recurring,revenue,BH
22977,863,monthly,NULL,"2022-10-12 08:43:29","2022-10-12 08:43:29",27.74,recurring,revenue,BH
6107,865,annual,NULL,"2021-01-21 00:00:00","2021-01-21 00:00:00",207.07,new,revenue,DE
16310,865,annual,NULL,"2022-01-21 08:21:39","2022-01-21 08:21:39",193.69,recurring,revenue,DE
5917,866,annual,NULL,"2021-01-15 00:00:00","2021-01-15 00:00:00",174,new,revenue,US
630,868,annual,NULL,"2020-04-16 00:00:00","2020-04-16 00:00:00",167.05,new,revenue,NULL
7322,869,annual,NULL,"2021-02-10 17:07:19","2021-02-10 17:07:19",223.33,new,revenue,BE
16886,869,annual,NULL,"2022-02-10 08:03:52","2022-02-10 08:03:52",210.85,recurring,revenue,BE
4070,870,annual,NULL,"2020-10-10 00:00:00","2020-10-10 00:00:00",225.15,new,revenue,IT
4792,872,annual,NULL,"2020-11-25 00:00:00","2020-11-25 00:00:00",139.17,new,revenue,CA
22676,872,annual,NULL,"2022-09-29 12:08:28","2022-09-29 12:08:28",118.01,recurring,revenue,CA
5975,874,annual,NULL,"2021-01-17 00:00:00","2021-01-17 00:00:00",210.5,new,revenue,ES
16147,874,annual,NULL,"2022-01-17 09:56:59","2022-01-17 09:56:59",198.85,recurring,refund,ES
4958,875,annual,NULL,"2020-11-29 00:00:00","2020-11-29 00:00:00",139.2,new,revenue,NG
1644,876,annual,NULL,"2020-05-11 00:00:00","2020-05-11 00:00:00",184.44,new,revenue,KZ
467,877,annual,NULL,"2020-04-14 00:00:00","2020-04-14 00:00:00",139.2,new,revenue,US
527,880,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",164.04,new,revenue,IN
6850,881,annual,NULL,"2020-11-30 02:00:00","2020-11-30 02:00:00",174,new,revenue,US
5667,882,annual,NULL,"2021-01-04 00:00:00","2021-01-04 00:00:00",192.74,new,revenue,US
547,884,annual,NULL,"2020-04-15 00:00:00","2020-04-15 00:00:00",165.78,new,revenue,DE
8977,884,annual,NULL,"2021-04-15 09:06:05","2021-04-15 09:06:05",181.1,recurring,revenue,DE
18530,884,annual,NULL,"2022-04-15 08:05:49","2022-04-15 08:05:49",164.4,recurring,revenue,DE
6242,889,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",36.05,new,revenue,CL
7733,889,monthly,NULL,"2021-02-27 10:37:58","2021-02-27 10:37:58",36.58,recurring,revenue,CL
8535,889,monthly,NULL,"2021-03-27 09:21:32","2021-03-27 09:21:32",36.3,recurring,revenue,CL
9433,889,monthly,NULL,"2021-04-27 09:46:44","2021-04-27 09:46:44",37.08,recurring,revenue,CL
6179,890,annual,NULL,"2021-01-24 00:00:00","2021-01-24 00:00:00",199.43,new,revenue,US
16401,890,annual,NULL,"2022-01-24 08:12:07","2022-01-24 08:12:07",199.43,recurring,refund,US
3781,893,annual,NULL,"2020-09-24 00:00:00","2020-09-24 00:00:00",173.93,new,revenue,NG
12780,893,annual,NULL,"2021-09-24 08:19:32","2021-09-24 08:19:32",192.01,recurring,revenue,NG
2300,894,annual,NULL,"2020-07-01 00:00:00","2020-07-01 00:00:00",174,new,revenue,NG
6071,896,annual,NULL,"2021-01-20 00:00:00","2021-01-20 00:00:00",174,new,revenue,PK
2286,900,monthly,NULL,"2020-06-30 00:00:00","2020-06-30 00:00:00",35.2,new,revenue,GB
2881,900,monthly,NULL,"2020-07-30 00:00:00","2020-07-30 00:00:00",36.85,recurring,revenue,GB
3276,900,monthly,NULL,"2020-08-30 00:00:00","2020-08-30 00:00:00",38.14,recurring,revenue,GB
3882,900,monthly,NULL,"2020-09-30 00:00:00","2020-09-30 00:00:00",36.73,recurring,revenue,GB
4351,900,monthly,NULL,"2020-10-30 00:00:00","2020-10-30 00:00:00",37.02,recurring,revenue,GB
5054,900,monthly,NULL,"2020-11-30 00:00:00","2020-11-30 00:00:00",38.05,recurring,revenue,GB
5583,900,monthly,NULL,"2020-12-31 00:00:00","2020-12-31 00:00:00",38.55,recurring,revenue,GB
7057,900,monthly,NULL,"2021-01-30 08:29:20","2021-01-30 08:29:20",39.16,recurring,revenue,GB
7753,900,monthly,NULL,"2021-02-28 09:55:29","2021-02-28 09:55:29",39.8,recurring,revenue,GB
8580,900,monthly,NULL,"2021-03-30 06:53:25","2021-03-30 06:53:25",39.42,recurring,revenue,GB
9500,900,monthly,NULL,"2021-04-28 13:31:32","2021-04-28 13:31:32",39.7,recurring,revenue,GB
6806,902,monthly,NULL,"2021-01-06 02:00:00","2021-01-06 02:00:00",36,new,revenue,US
11831,902,monthly,NULL,"2021-08-06 02:44:20","2021-08-06 02:44:20",36,recurring,revenue,US
5208,903,annual,NULL,"2020-12-04 00:00:00","2020-12-04 00:00:00",184.44,new,revenue,AR
6239,906,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",43.6,new,revenue,GB
3845,908,monthly,NULL,"2020-09-28 00:00:00","2020-09-28 00:00:00",38.25,new,revenue,US
6880,908,annual,NULL,"2020-10-02 03:00:00","2020-10-02 03:00:00",139.2,recurring,revenue,US
5184,909,annual,NULL,"2020-12-04 00:00:00","2020-12-04 00:00:00",139.2,new,revenue,US
8402,911,annual,NULL,"2021-03-23 10:43:56","2021-03-23 10:43:56",96.06,new,revenue,CA
16729,911,annual,NULL,"2022-02-04 08:04:43","2022-02-04 08:04:43",167.11,recurring,revenue,CA
3216,916,monthly,NULL,"2020-08-25 00:00:00","2020-08-25 00:00:00",28.8,new,revenue,AU
3805,916,monthly,NULL,"2020-09-25 00:00:00","2020-09-25 00:00:00",28.29,recurring,revenue,AU
4286,916,monthly,NULL,"2020-10-27 00:00:00","2020-10-27 00:00:00",28.6,recurring,revenue,AU
4834,916,monthly,NULL,"2020-11-27 00:00:00","2020-11-27 00:00:00",29.56,recurring,revenue,AU
5466,916,monthly,NULL,"2020-12-25 00:00:00","2020-12-25 00:00:00",30.37,recurring,revenue,AU
6245,916,monthly,NULL,"2021-01-28 00:00:00","2021-01-28 00:00:00",30.94,recurring,revenue,AU
7677,916,monthly,NULL,"2021-02-25 08:55:28","2021-02-25 08:55:28",31.83,recurring,revenue,AU
8494,916,monthly,NULL,"2021-03-25 10:07:40","2021-03-25 10:07:40",30.53,recurring,revenue,AU
9372,916,monthly,NULL,"2021-04-25 09:39:55","2021-04-25 09:39:55",31.11,recurring,revenue,AU
10076,916,monthly,NULL,"2021-05-25 08:36:39","2021-05-25 08:36:39",31.07,recurring,revenue,AU
10912,916,monthly,NULL,"2021-06-27 08:51:20","2021-06-27 08:51:20",30.5,recurring,revenue,AU
12809,916,annual,NULL,"2021-09-25 08:27:08","2021-09-25 08:27:08",77.96,recurring,revenue,AU
20361,916,annual,NULL,"2022-06-25 08:11:50","2022-06-25 08:11:50",155.76,recurring,revenue,AU
2624,917,annual,NULL,"2020-07-14 00:00:00","2020-07-14 00:00:00",174,new,revenue,AE
11651,917,annual,NULL,"2021-07-28 05:46:51","2021-07-28 05:46:51",174,recurring,revenue,AE
20795,917,annual,NULL,"2022-07-14 08:49:58","2022-07-14 08:49:58",174,recurring,revenue,AE
5520,918,monthly,NULL,"2020-12-27 00:00:00","2020-12-27 00:00:00",28.75,new,revenue,CL
6223,918,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",28.14,recurring,revenue,CL
1059,919,annual,NULL,"2020-04-22 00:00:00","2020-04-22 00:00:00",139.2,new,revenue,GB
259,921,annual,NULL,"2020-04-03 00:00:00","2020-04-03 00:00:00",184.44,new,revenue,US
7115,923,monthly,NULL,"2021-02-01 21:28:21","2021-02-01 21:28:21",38.52,new,revenue,DO
5517,925,monthly,NULL,"2020-12-27 00:00:00","2020-12-27 00:00:00",42.5,new,revenue,IN
6231,925,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",42.78,recurring,revenue,IN
1476,927,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",168.56,new,revenue,ES
9458,927,annual,NULL,"2021-04-28 08:45:06","2021-04-28 08:45:06",187.91,recurring,revenue,ES
1331,928,annual,NULL,"2020-04-26 00:00:00","2020-04-26 00:00:00",139.2,new,revenue,VN
361,931,annual,NULL,"2020-04-09 00:00:00","2020-04-09 00:00:00",221.19,new,revenue,GB
1443,931,annual,NULL,"2020-04-28 00:00:00","2020-04-28 00:00:00",167.31,recurring,revenue,GB
9463,931,annual,NULL,"2021-04-28 09:05:56","2021-04-28 09:05:56",187.22,recurring,refund,GB
6690,932,annual,NULL,"2021-01-27 02:00:00","2021-01-27 02:00:00",174,new,revenue,IN
5649,933,annual,NULL,"2021-01-03 00:00:00","2021-01-03 00:00:00",217.63,new,revenue,TR
4199,936,annual,NULL,"2020-10-19 00:00:00","2020-10-19 00:00:00",334.8,new,revenue,AE
5938,939,annual,NULL,"2021-01-15 00:00:00","2021-01-15 00:00:00",191.45,new,revenue,AU
16100,939,annual,NULL,"2022-01-15 09:37:00","2022-01-15 09:37:00",178.78,recurring,revenue,AU
6226,940,monthly,NULL,"2021-01-27 00:00:00","2021-01-27 00:00:00",30.6,new,revenue,IN
